tournament,round,game_id,team,status,opponent,result,pf,pa,tossups,negs,bhrd,bpts,PPB,packet
ACF Nationals 2019,10,20191003,Central Florida,UG,Stanford B,W,155,105,8,1,8,80,10,Editors 1
ACF Nationals 2019,10,20191003,Stanford B,D2,Central Florida,L,105,155,5,1,5,60,12,Editors 1
ACF Nationals 2019,10,20191004,Berkeley A,UG,Ohio State,W,255,155,10,3,10,170,17,Editors 1
ACF Nationals 2019,10,20191004,Ohio State,NA,Berkeley A,L,155,255,6,3,6,110,18.33,Editors 1
ACF Nationals 2019,10,20191005,Columbia A,NA,Stanford A,L,165,325,6,3,6,120,20,Editors 1
ACF Nationals 2019,10,20191005,Stanford A,NA,Columbia A,W,325,165,11,1,11,220,20,Editors 1
ACF Nationals 2019,10,20191006,Minnesota A,NA,Penn A,W,515,70,17,1,17,350,20.59,Editors 1
ACF Nationals 2019,10,20191006,Penn A,NA,Minnesota A,L,70,515,3,2,3,50,16.67,Editors 1
ACF Nationals 2019,10,20191007,Illinois A,UG,Maryland A,L,155,250,8,3,8,90,11.25,Editors 1
ACF Nationals 2019,10,20191007,Maryland A,NA,Illinois A,W,250,155,10,2,10,160,16,Editors 1
ACF Nationals 2019,10,20191008,Berkeley B,NA,Chicago A,L,220,245,9,0,9,130,14.44,Editors 1
ACF Nationals 2019,10,20191008,Chicago A,NA,Berkeley B,W,245,220,9,5,9,180,20,Editors 1
ACF Nationals 2019,10,20191009,McGill,NA,Michigan State,L,210,220,8,2,8,140,17.5,Editors 1
ACF Nationals 2019,10,20191009,Michigan State,UG,McGill,W,220,210,10,2,10,130,13,Editors 1
ACF Nationals 2019,10,20191010,Florida B,UG,Illinois B,W,145,100,7,1,7,80,11.43,Editors 1
ACF Nationals 2019,10,20191010,Illinois B,D2,Florida B,L,100,145,5,2,5,60,12,Editors 1
ACF Nationals 2019,10,20191011,Harvard A,UG,Virginia A,L,100,295,5,2,5,60,12,Editors 1
ACF Nationals 2019,10,20191011,Virginia A,NA,Harvard A,W,295,100,13,1,13,170,13.08,Editors 1
ACF Nationals 2019,10,20191012,Harvard B,D2,Yale A,L,85,295,4,5,4,70,17.5,Editors 1
ACF Nationals 2019,10,20191012,Yale A,NA,Harvard B,W,295,85,12,1,12,180,15,Editors 1
ACF Nationals 2019,10,20191013,Texas,NA,Toronto A,W,190,165,8,2,8,120,15,Editors 1
ACF Nationals 2019,10,20191013,Toronto A,NA,Texas,L,165,190,8,1,8,90,11.25,Editors 1
ACF Nationals 2019,10,20191014,Johns Hopkins,NA,North Carolina,L,155,230,7,3,7,100,14.29,Editors 1
ACF Nationals 2019,10,20191014,North Carolina,NA,Johns Hopkins,W,230,155,11,0,11,120,10.91,Editors 1
ACF Nationals 2019,10,20191015,Amherst,NA,Chicago B,L,185,195,8,1,8,110,13.75,Editors 1
ACF Nationals 2019,10,20191015,Chicago B,NA,Amherst,W,195,185,8,1,8,120,15,Editors 1
ACF Nationals 2019,10,20191016,Delaware,UG,Florida A,W,240,150,11,2,11,140,12.73,Editors 1
ACF Nationals 2019,10,20191016,Florida A,NA,Delaware,L,150,240,5,0,5,100,20,Editors 1
ACF Nationals 2019,10,20191017,Chicago C,NA,MIT A,L,215,220,9,3,9,140,15.56,Editors 1
ACF Nationals 2019,10,20191017,MIT A,UG,Chicago C,W,220,215,9,0,9,130,14.44,Editors 1
ACF Nationals 2019,10,20191018,Maryland B,UG,UCLA,W,180,125,8,2,8,110,13.75,Editors 1
ACF Nationals 2019,10,20191018,UCLA,UG,Maryland B,L,125,180,6,3,6,80,13.33,Editors 1
ACF Nationals 2019,10,20191019,Michigan A,UG,Yale B,W,145,140,7,3,7,90,12.86,Editors 1
ACF Nationals 2019,10,20191019,Yale B,UG,Michigan A,L,140,145,7,0,7,70,10,Editors 1
ACF Nationals 2019,10,20191020,Penn State,NA,Rutgers,L,125,185,6,1,6,70,11.67,Editors 1
ACF Nationals 2019,10,20191020,Rutgers,NA,Penn State,W,185,125,8,3,8,120,15,Editors 1
ACF Nationals 2019,10,20191021,Gettysburg,UG,WUSTL,L,140,170,7,0,7,70,10,Editors 1
ACF Nationals 2019,10,20191021,WUSTL,NA,Gettysburg,W,170,140,8,2,8,100,12.5,Editors 1
ACF Nationals 2019,10,20191022,Minnesota B,D2,Oxford A,L,105,155,7,3,7,50,7.14,Editors 1
ACF Nationals 2019,10,20191022,Oxford A,NA,Minnesota B,W,155,105,7,3,7,100,14.29,Editors 1
ACF Nationals 2019,10,20191023,Caltech A,D2,NYU,L,55,165,5,1,5,10,2,Editors 1
ACF Nationals 2019,10,20191023,NYU,UG,Caltech A,W,165,55,9,3,9,90,10,Editors 1
ACF Nationals 2019,10,20191024,Auburn,UG,Oklahoma,W,115,60,7,1,7,50,7.14,Editors 1
ACF Nationals 2019,10,20191024,Oklahoma,NA,Auburn,L,60,115,4,2,4,30,7.5,Editors 1
ACF Nationals 2019,11,20191101,Harvard A,UG,Texas,L,55,220,4,3,4,30,7.5,Editors 2
ACF Nationals 2019,11,20191101,Texas,NA,Harvard A,W,220,55,11,2,11,120,10.91,Editors 2
ACF Nationals 2019,11,20191102,Illinois B,D2,Oklahoma,W,215,45,10,1,10,120,12,Editors 2
ACF Nationals 2019,11,20191102,Oklahoma,NA,Illinois B,L,45,215,3,1,3,20,6.67,Editors 2
ACF Nationals 2019,11,20191103,Auburn,UG,NYU,L,85,100,7,1,7,20,2.86,Editors 2
ACF Nationals 2019,11,20191103,NYU,UG,Auburn,W,100,85,5,0,5,50,10,Editors 2
ACF Nationals 2019,11,20191104,Caltech A,D2,Florida B,L,50,165,3,0,3,20,6.67,Editors 2
ACF Nationals 2019,11,20191104,Florida B,UG,Caltech A,W,165,50,9,1,9,80,8.89,Editors 2
ACF Nationals 2019,11,20191105,Chicago A,NA,Maryland A,W,275,190,10,3,10,190,19,Editors 2
ACF Nationals 2019,11,20191105,Maryland A,NA,Chicago A,L,190,275,7,2,7,130,18.57,Editors 2
ACF Nationals 2019,11,20191106,Berkeley B,NA,Michigan State,L,85,255,5,1,5,40,8,Editors 2
ACF Nationals 2019,11,20191106,Michigan State,UG,Berkeley B,W,255,85,10,1,10,160,16,Editors 2
ACF Nationals 2019,11,20191107,Berkeley A,UG,Penn A,W,320,150,12,0,12,200,16.67,Editors 2
ACF Nationals 2019,11,20191107,Penn A,NA,Berkeley A,L,150,320,7,2,7,90,12.86,Editors 2
ACF Nationals 2019,11,20191108,Minnesota A,NA,Stanford A,W,240,170,9,4,9,170,18.89,Editors 2
ACF Nationals 2019,11,20191108,Stanford A,NA,Minnesota A,L,170,240,8,0,8,90,11.25,Editors 2
ACF Nationals 2019,11,20191109,Columbia A,NA,Ohio State,L,165,210,8,3,8,100,12.5,Editors 2
ACF Nationals 2019,11,20191109,Ohio State,NA,Columbia A,W,210,165,9,4,9,140,15.56,Editors 2
ACF Nationals 2019,11,20191110,Illinois A,UG,McGill,L,210,225,9,2,9,130,14.44,Editors 2
ACF Nationals 2019,11,20191110,McGill,NA,Illinois A,W,225,210,9,1,9,140,15.56,Editors 2
ACF Nationals 2019,11,20191111,Stanford B,D2,Wright State,L,70,130,5,4,5,40,8,Editors 2
ACF Nationals 2019,11,20191111,Wright State,NA,Stanford B,W,130,70,6,2,6,80,13.33,Editors 2
ACF Nationals 2019,11,20191112,Carnegie Mellon,UG,Central Florida,W,140,135,7,0,7,70,10,Editors 2
ACF Nationals 2019,11,20191112,Central Florida,UG,Carnegie Mellon,L,135,140,5,1,5,90,18,Editors 2
ACF Nationals 2019,11,20191113,Iowa,UG,New College of Florida,L,60,190,5,0,5,10,2,Editors 2
ACF Nationals 2019,11,20191113,New College of Florida,NA,Iowa,W,190,60,8,0,8,110,13.75,Editors 2
ACF Nationals 2019,11,20191114,Penn State,NA,WUSTL,L,15,300,1,1,1,10,10,Editors 2
ACF Nationals 2019,11,20191114,WUSTL,NA,Penn State,W,300,15,13,2,13,180,13.85,Editors 2
ACF Nationals 2019,11,20191115,Gettysburg,UG,Oxford A,L,145,310,6,1,6,90,15,Editors 2
ACF Nationals 2019,11,20191115,Oxford A,NA,Gettysburg,W,310,145,13,0,13,180,13.85,Editors 2
ACF Nationals 2019,11,20191116,Minnesota B,D2,Rutgers,W,165,120,9,1,9,80,8.89,Editors 2
ACF Nationals 2019,11,20191116,Rutgers,NA,Minnesota B,L,120,165,7,2,7,60,8.57,Editors 2
ACF Nationals 2019,11,20191117,MIT A,UG,UCLA,L,65,280,4,3,4,40,10,Editors 2
ACF Nationals 2019,11,20191117,UCLA,UG,MIT A,W,280,65,13,2,13,160,12.31,Editors 2
ACF Nationals 2019,11,20191118,Maryland B,UG,Yale B,W,190,130,10,2,10,100,10,Editors 2
ACF Nationals 2019,11,20191118,Yale B,UG,Maryland B,L,130,190,7,0,7,60,8.57,Editors 2
ACF Nationals 2019,11,20191119,Chicago C,NA,Michigan A,W,200,100,10,2,10,110,11,Editors 2
ACF Nationals 2019,11,20191119,Michigan A,UG,Chicago C,L,100,200,5,2,5,60,12,Editors 2
ACF Nationals 2019,11,20191120,Amherst,NA,Johns Hopkins,W,275,120,13,1,13,150,11.54,Editors 2
ACF Nationals 2019,11,20191120,Johns Hopkins,NA,Amherst,L,120,275,6,4,6,80,13.33,Editors 2
ACF Nationals 2019,11,20191121,Chicago B,NA,Florida A,L,150,230,7,2,7,90,12.86,Editors 2
ACF Nationals 2019,11,20191121,Florida A,NA,Chicago B,W,230,150,10,2,10,140,14,Editors 2
ACF Nationals 2019,11,20191122,Delaware,UG,North Carolina,L,190,200,9,2,9,110,12.22,Editors 2
ACF Nationals 2019,11,20191122,North Carolina,NA,Delaware,W,200,190,10,2,10,110,11,Editors 2
ACF Nationals 2019,11,20191123,Toronto A,NA,Yale A,L,190,250,9,2,9,110,12.22,Editors 2
ACF Nationals 2019,11,20191123,Yale A,NA,Toronto A,W,250,190,10,2,10,160,16,Editors 2
ACF Nationals 2019,11,20191124,Harvard B,D2,Virginia A,W,190,175,10,2,10,100,10,Editors 2
ACF Nationals 2019,11,20191124,Virginia A,NA,Harvard B,L,175,190,8,1,8,100,12.5,Editors 2
ACF Nationals 2019,12,20191201,Auburn,UG,Caltech A,W,150,65,8,0,8,70,8.75,Editors 3
ACF Nationals 2019,12,20191201,Caltech A,D2,Auburn,L,65,150,5,1,5,20,4,Editors 3
ACF Nationals 2019,12,20191202,Carnegie Mellon,UG,Stanford B,W,210,95,8,2,8,140,17.5,Editors 3
ACF Nationals 2019,12,20191202,Stanford B,D2,Carnegie Mellon,L,95,210,6,5,6,60,10,Editors 3
ACF Nationals 2019,12,20191203,Central Florida,UG,Iowa,W,220,60,10,2,10,130,13,Editors 3
ACF Nationals 2019,12,20191203,Iowa,UG,Central Florida,L,60,220,4,4,4,40,10,Editors 3
ACF Nationals 2019,12,20191204,New College of Florida,NA,Wright State,W,190,110,8,0,8,110,13.75,Editors 3
ACF Nationals 2019,12,20191204,Wright State,NA,New College of Florida,L,110,190,5,0,5,60,12,Editors 3
ACF Nationals 2019,12,20191205,Penn A,NA,Stanford A,W,255,185,10,3,10,170,17,Editors 3
ACF Nationals 2019,12,20191205,Stanford A,NA,Penn A,L,185,255,9,5,9,120,13.33,Editors 3
ACF Nationals 2019,12,20191206,Berkeley A,UG,Columbia A,L,180,280,7,2,7,120,17.14,Editors 3
ACF Nationals 2019,12,20191206,Columbia A,NA,Berkeley A,W,280,180,11,0,11,170,15.45,Editors 3
ACF Nationals 2019,12,20191207,Minnesota A,NA,Ohio State,W,260,170,9,4,9,190,21.11,Editors 3
ACF Nationals 2019,12,20191207,Ohio State,NA,Minnesota A,L,170,260,7,2,7,110,15.71,Editors 3
ACF Nationals 2019,12,20191208,Berkeley B,NA,McGill,L,215,225,8,1,8,140,17.5,Editors 3
ACF Nationals 2019,12,20191208,McGill,NA,Berkeley B,W,225,215,10,3,10,140,14,Editors 3
ACF Nationals 2019,12,20191209,Chicago A,NA,Illinois A,W,325,110,12,1,12,210,17.5,Editors 3
ACF Nationals 2019,12,20191209,Illinois A,UG,Chicago A,L,110,325,5,6,5,90,18,Editors 3
ACF Nationals 2019,12,20191210,Maryland A,NA,Michigan State,W,285,235,10,1,10,190,19,Editors 3
ACF Nationals 2019,12,20191210,Michigan State,UG,Maryland A,L,235,285,9,1,9,150,16.67,Editors 3
ACF Nationals 2019,12,20191211,Oxford A,NA,Penn State,W,245,130,10,1,10,150,15,Editors 3
ACF Nationals 2019,12,20191211,Penn State,NA,Oxford A,L,130,245,6,2,6,80,13.33,Editors 3
ACF Nationals 2019,12,20191212,Illinois B,D2,NYU,L,135,220,7,3,7,80,11.43,Editors 3
ACF Nationals 2019,12,20191212,NYU,UG,Illinois B,W,220,135,8,0,8,140,17.5,Editors 3
ACF Nationals 2019,12,20191213,Rutgers,NA,WUSTL,L,65,345,3,1,3,40,13.33,Editors 3
ACF Nationals 2019,12,20191213,WUSTL,NA,Rutgers,W,345,65,14,1,14,210,15,Editors 3
